"date","state","fips","positive","negative","pending","total","totalTestResults","negativeIncrease","positiveIncrease","totalTestResultsIncrease"
20200511,"TX","48295","","","",13,13,"","",0
20200512,"TX","48295","","","",13,13,"","",0
20200513,"TX","48295","","","",15,15,"","",2
20200514,"TX","48295","","","",17,17,"","",2
20200515,"TX","48295","","","",17,17,"","",0
20200516,"TX","48295","","","",17,17,"","",0
20200517,"TX","48295","","","",17,17,"","",0
20200518,"TX","48295","","","",17,17,"","",0
20200519,"TX","48295","","","",18,18,"","",1
20200520,"TX","48295","","","",19,19,"","",1
20200521,"TX","48295","","","",22,22,"","",3
20200522,"TX","48295","","","",23,23,"","",1
20200524,"TX","48295","","","",23,23,"","",0
20200525,"TX","48295","","","",23,23,"","",0
20200526,"TX","48295","","","",27,27,"","",4
20200527,"TX","48295","","","",27,27,"","",0
20200528,"TX","48295","","","",27,27,"","",0
20200529,"TX","48295","","","",27,27,"","",0
20200530,"TX","48295","","","",112,112,"","",85
20200531,"TX","48295","","","",113,113,"","",1
20200601,"TX","48295","","","",114,114,"","",1
20200602,"TX","48295","","","",114,114,"","",0
20200603,"TX","48295","","","",114,114,"","",0
20200604,"TX","48295","","","",119,119,"","",5
20200605,"TX","48295","","","",120,120,"","",1
20200606,"TX","48295","","","",120,120,"","",0
20200607,"TX","48295","","","",120,120,"","",0
20200608,"TX","48295","","","",120,120,"","",0
20200609,"TX","48295","","","",120,120,"","",0
20200611,"TX","48295","","","",120,120,"","",0
20200612,"TX","48295","","","",120,120,"","",0
20200613,"TX","48295","","","",120,120,"","",0
20200614,"TX","48295","","","",120,120,"","",0
20200615,"TX","48295","","","",120,120,"","",0
20200616,"TX","48295","","","",120,120,"","",0
20200617,"TX","48295","","","",120,120,"","",0
20200618,"TX","48295","","","",120,120,"","",0
20200619,"TX","48295","","","",120,120,"","",0
20200620,"TX","48295","","","",120,120,"","",0
20200621,"TX","48295","","","",120,120,"","",0
20200622,"TX","48295","","","",120,120,"","",0
20200623,"TX","48295","","","",121,121,"","",1
20200624,"TX","48295","","","",121,121,"","",0
20200625,"TX","48295","","","",121,121,"","",0
20200626,"TX","48295","","","",121,121,"","",0
20200627,"TX","48295","","","",121,121,"","",0
20200628,"TX","48295","","","",121,121,"","",0
20200629,"TX","48295","","","",121,121,"","",0
20200630,"TX","48295","","","",121,121,"","",0
20200701,"TX","48295","","","",121,121,"","",0
20200702,"TX","48295","","","",122,122,"","",1
20200703,"TX","48295","","","",123,123,"","",1
20200704,"TX","48295","","","",123,123,"","",0
20200705,"TX","48295","","","",124,124,"","",1
20200706,"TX","48295","","","",124,124,"","",0
20200707,"TX","48295","","","",126,126,"","",2
20200421,"TX","48255","","","",17,17,"","",17
20200422,"TX","48255","","","",18,18,"","",1
20200423,"TX","48255","","","",31,31,"","",13
20200424,"TX","48255","","","",32,32,"","",1
20200425,"TX","48255","","","",33,33,"","",1
20200426,"TX","48255","","","",33,33,"","",0
20200427,"TX","48255","","","",34,34,"","",1
20200428,"TX","48255","","","",34,34,"","",0
20200429,"TX","48255","","","",35,35,"","",1
20200430,"TX","48255","","","",36,36,"","",1
20200501,"TX","48255","","","",36,36,"","",0
20200502,"TX","48255","","","",38,38,"","",2
20200503,"TX","48255","","","",38,38,"","",0
20200504,"TX","48255","","","",39,39,"","",1
20200506,"TX","48255","","","",40,40,"","",1
20200507,"TX","48255","","","",47,47,"","",7
20200508,"TX","48255","","","",50,50,"","",3
20200509,"TX","48255","","","",53,53,"","",3
20200510,"TX","48255","","","",55,55,"","",2
20200511,"TX","48255","","","",60,60,"","",5
20200512,"TX","48255","","","",65,65,"","",5
20200513,"TX","48255","","","",76,76,"","",11
20200514,"TX","48255","","","",77,77,"","",1
20200515,"TX","48255","","","",78,78,"","",1
20200516,"TX","48255","","","",78,78,"","",0
20200517,"TX","48255","","","",80,80,"","",2
20200518,"TX","48255","","","",82,82,"","",2
20200519,"TX","48255","","","",89,89,"","",7
20200520,"TX","48255","","","",91,91,"","",2
20200521,"TX","48255","","","",92,92,"","",1
20200522,"TX","48255","","","",122,122,"","",30
20200524,"TX","48255","","","",125,125,"","",3
20200525,"TX","48255","","","",128,128,"","",3
20200526,"TX","48255","","","",130,130,"","",2
20200527,"TX","48255","","","",133,133,"","",3
20200528,"TX","48255","","","",135,135,"","",2
20200529,"TX","48255","","","",139,139,"","",4
20200530,"TX","48255","","","",140,140,"","",1
20200531,"TX","48255","","","",140,140,"","",0
20200601,"TX","48255","","","",179,179,"","",39
20200602,"TX","48255","","","",182,182,"","",3
20200603,"TX","48255","","","",182,182,"","",0
20200604,"TX","48255","","","",190,190,"","",8
20200605,"TX","48255","","","",191,191,"","",1
20200606,"TX","48255","","","",193,193,"","",2
20200607,"TX","48255","","","",203,203,"","",10
20200608,"TX","48255","","","",205,205,"","",2
20200609,"TX","48255","","","",208,208,"","",3
20200611,"TX","48255","","","",209,209,"","",1
20200612,"TX","48255","","","",209,209,"","",0
20200613,"TX","48255","","","",210,210,"","",1
20200614,"TX","48255","","","",217,217,"","",7
20200615,"TX","48255","","","",218,218,"","",1
20200616,"TX","48255","","","",219,219,"","",1
20200617,"TX","48255","","","",226,226,"","",7
20200618,"TX","48255","","","",227,227,"","",1
20200619,"TX","48255","","","",243,243,"","",16
20200620,"TX","48255","","","",246,246,"","",3
20200621,"TX","48255","","","",301,301,"","",55
20200622,"TX","48255","","","",322,322,"","",21
20200623,"TX","48255","","","",326,326,"","",4
20200624,"TX","48255","","","",326,326,"","",0
20200625,"TX","48255","","","",326,326,"","",0
20200626,"TX","48255","","","",342,342,"","",16
20200627,"TX","48255","","","",358,358,"","",16
20200628,"TX","48255","","","",363,363,"","",5
20200629,"TX","48255","","","",377,377,"","",14
20200630,"TX","48255","","","",401,401,"","",24
20200701,"TX","48255","","","",417,417,"","",16
20200702,"TX","48255","","","",430,430,"","",13
20200703,"TX","48255","","","",730,730,"","",300
20200704,"TX","48255","","","",750,750,"","",20
20200705,"TX","48255","","","",764,764,"","",14
20200706,"TX","48255","","","",780,780,"","",16
20200707,"TX","48255","","","",792,792,"","",12
20200421,"TX","48499","","","",75,75,"","",75
20200422,"TX","48499","","","",81,81,"","",6
20200423,"TX","48499","","","",54,54,"","",-27
20200424,"TX","48499","","","",81,81,"","",27
20200425,"TX","48499","","","",84,84,"","",3
20200426,"TX","48499","","","",84,84,"","",0
20200427,"TX","48499","","","",86,86,"","",2
20200428,"TX","48499","","","",86,86,"","",0
20200429,"TX","48499","","","",90,90,"","",4
20200430,"TX","48499","","","",91,91,"","",1
20200501,"TX","48499","","","",91,91,"","",0
20200502,"TX","48499","","","",94,94,"","",3
20200503,"TX","48499","","","",94,94,"","",0
20200504,"TX","48499","","","",105,105,"","",11
20200506,"TX","48499","","","",108,108,"","",3
20200507,"TX","48499","","","",112,112,"","",4
20200508,"TX","48499","","","",127,127,"","",15
20200509,"TX","48499","","","",151,151,"","",24
20200510,"TX","48499","","","",156,156,"","",5
20200511,"TX","48499","","","",157,157,"","",1
20200512,"TX","48499","","","",162,162,"","",5
20200513,"TX","48499","","","",163,163,"","",1
20200514,"TX","48499","","","",166,166,"","",3
20200515,"TX","48499","","","",166,166,"","",0
20200516,"TX","48499","","","",167,167,"","",1
20200517,"TX","48499","","","",172,172,"","",5
20200518,"TX","48499","","","",209,209,"","",37
20200519,"TX","48499","","","",214,214,"","",5
20200520,"TX","48499","","","",223,223,"","",9
20200521,"TX","48499","","","",229,229,"","",6
20200522,"TX","48499","","","",237,237,"","",8
20200524,"TX","48499","","","",257,257,"","",20
20200525,"TX","48499","","","",259,259,"","",2
20200526,"TX","48499","","","",263,263,"","",4
20200527,"TX","48499","","","",285,285,"","",22
20200528,"TX","48499","","","",292,292,"","",7
20200529,"TX","48499","","","",377,377,"","",85
20200530,"TX","48499","","","",420,420,"","",43
20200531,"TX","48499","","","",426,426,"","",6
20200601,"TX","48499","","","",607,607,"","",181
20200602,"TX","48499","","","",637,637,"","",30
20200603,"TX","48499","","","",649,649,"","",12
20200604,"TX","48499","","","",660,660,"","",11
20200605,"TX","48499","","","",662,662,"","",2
20200606,"TX","48499","","","",667,667,"","",5
20200607,"TX","48499","","","",710,710,"","",43
20200608,"TX","48499","","","",718,718,"","",8
20200609,"TX","48499","","","",729,729,"","",11
20200611,"TX","48499","","","",742,742,"","",13
20200612,"TX","48499","","","",742,742,"","",0
20200613,"TX","48499","","","",745,745,"","",3
20200614,"TX","48499","","","",752,752,"","",7
20200615,"TX","48499","","","",760,760,"","",8
20200616,"TX","48499","","","",769,769,"","",9
20200617,"TX","48499","","","",780,780,"","",11
20200618,"TX","48499","","","",781,781,"","",1
20200619,"TX","48499","","","",807,807,"","",26
20200620,"TX","48499","","","",813,813,"","",6
20200621,"TX","48499","","","",823,823,"","",10
20200622,"TX","48499","","","",843,843,"","",20
20200623,"TX","48499","","","",892,892,"","",49
20200624,"TX","48499","","","",904,904,"","",12
20200625,"TX","48499","","","",911,911,"","",7
20200626,"TX","48499","","","",922,922,"","",11
20200627,"TX","48499","","","",928,928,"","",6
20200628,"TX","48499","","","",938,938,"","",10
20200629,"TX","48499","","","",952,952,"","",14
20200630,"TX","48499","","","",968,968,"","",16
20200701,"TX","48499","","","",984,984,"","",16
20200702,"TX","48499","","","",986,986,"","",2
20200703,"TX","48499","","","",991,991,"","",5
20200704,"TX","48499","","","",993,993,"","",2
20200705,"TX","48499","","","",1004,1004,"","",11
20200706,"TX","48499","","","",1033,1033,"","",29
20200707,"TX","48499","","","",1066,1066,"","",33
20200421,"TX","48129","","","",11,11,"","",11
20200422,"TX","48129","","","",11,11,"","",0
20200423,"TX","48129","","","",20,20,"","",9
20200424,"TX","48129","","","",20,20,"","",0
20200425,"TX","48129","","","",22,22,"","",2
20200426,"TX","48129","","","",22,22,"","",0
20200427,"TX","48129","","","",23,23,"","",1
20200428,"TX","48129","","","",24,24,"","",1
20200429,"TX","48129","","","",26,26,"","",2
20200430,"TX","48129","","","",26,26,"","",0
20200501,"TX","48129","","","",26,26,"","",0
20200502,"TX","48129","","","",29,29,"","",3
20200503,"TX","48129","","","",29,29,"","",0
20200504,"TX","48129","","","",31,31,"","",2
20200506,"TX","48129","","","",32,32,"","",1
20200507,"TX","48129","","","",34,34,"","",2
20200508,"TX","48129","","","",34,34,"","",0
20200509,"TX","48129","","","",39,39,"","",5
20200510,"TX","48129","","","",44,44,"","",5
20200511,"TX","48129","","","",45,45,"","",1
20200512,"TX","48129","","","",45,45,"","",0
20200513,"TX","48129","","","",46,46,"","",1
20200514,"TX","48129","","","",50,50,"","",4
20200515,"TX","48129","","","",51,51,"","",1
20200516,"TX","48129","","","",52,52,"","",1
20200517,"TX","48129","","","",52,52,"","",0
20200518,"TX","48129","","","",58,58,"","",6
20200519,"TX","48129","","","",63,63,"","",5
20200520,"TX","48129","","","",64,64,"","",1
20200521,"TX","48129","","","",68,68,"","",4
20200522,"TX","48129","","","",72,72,"","",4
20200524,"TX","48129","","","",123,123,"","",51
20200525,"TX","48129","","","",127,127,"","",4
20200526,"TX","48129","","","",147,147,"","",20
20200527,"TX","48129","","","",148,148,"","",1
20200528,"TX","48129","","","",148,148,"","",0
20200529,"TX","48129","","","",149,149,"","",1
20200530,"TX","48129","","","",149,149,"","",0
20200531,"TX","48129","","","",152,152,"","",3
20200601,"TX","48129","","","",152,152,"","",0
20200602,"TX","48129","","","",155,155,"","",3
20200603,"TX","48129","","","",155,155,"","",0
20200604,"TX","48129","","","",159,159,"","",4
20200605,"TX","48129","","","",159,159,"","",0
20200606,"TX","48129","","","",159,159,"","",0
20200607,"TX","48129","","","",162,162,"","",3
20200608,"TX","48129","","","",164,164,"","",2
20200609,"TX","48129","","","",166,166,"","",2
20200611,"TX","48129","","","",168,168,"","",2
20200612,"TX","48129","","","",168,168,"","",0
20200613,"TX","48129","","","",168,168,"","",0
20200614,"TX","48129","","","",170,170,"","",2
20200615,"TX","48129","","","",172,172,"","",2
20200616,"TX","48129","","","",175,175,"","",3
20200617,"TX","48129","","","",176,176,"","",1
20200618,"TX","48129","","","",179,179,"","",3
20200619,"TX","48129","","","",180,180,"","",1
20200620,"TX","48129","","","",182,182,"","",2
20200621,"TX","48129","","","",188,188,"","",6
20200622,"TX","48129","","","",190,190,"","",2
20200623,"TX","48129","","","",193,193,"","",3
20200624,"TX","48129","","","",193,193,"","",0
20200625,"TX","48129","","","",194,194,"","",1
20200626,"TX","48129","","","",195,195,"","",1
20200627,"TX","48129","","","",197,197,"","",2
20200628,"TX","48129","","","",197,197,"","",0
20200629,"TX","48129","","","",197,197,"","",0
20200630,"TX","48129","","","",199,199,"","",2
20200701,"TX","48129","","","",199,199,"","",0
20200702,"TX","48129","","","",201,201,"","",2
20200703,"TX","48129","","","",201,201,"","",0
20200704,"TX","48129","","","",201,201,"","",0
20200705,"TX","48129","","","",201,201,"","",0
20200706,"TX","48129","","","",205,205,"","",4
20200707,"TX","48129","","","",208,208,"","",3
20200421,"TX","48393","","","",0,0,"","",0
20200422,"TX","48393","","","",0,0,"","",0
20200423,"TX","48393","","","",0,0,"","",0
20200424,"TX","48393","","","",0,0,"","",0
20200425,"TX","48393","","","",0,0,"","",0
20200426,"TX","48393","","","",0,0,"","",0
20200427,"TX","48393","","","",0,0,"","",0
20200428,"TX","48393","","","",0,0,"","",0
20200429,"TX","48393","","","",0,0,"","",0
20200430,"TX","48393","","","",0,0,"","",0
20200501,"TX","48393","","","",0,0,"","",0
20200502,"TX","48393","","","",0,0,"","",0
20200503,"TX","48393","","","",0,0,"","",0
20200504,"TX","48393","","","",0,0,"","",0
20200506,"TX","48393","","","",0,0,"","",0
20200507,"TX","48393","","","",0,0,"","",0
20200508,"TX","48393","","","",0,0,"","",0
20200509,"TX","48393","","","",0,0,"","",0
20200510,"TX","48393","","","",0,0,"","",0
20200511,"TX","48393","","","",0,0,"","",0
20200512,"TX","48393","","","",0,0,"","",0
20200513,"TX","48393","","","",0,0,"","",0
20200514,"TX","48393","","","",0,0,"","",0
20200515,"TX","48393","","","",0,0,"","",0
20200516,"TX","48393","","","",0,0,"","",0
20200517,"TX","48393","","","",0,0,"","",0
20200518,"TX","48393","","","",1,1,"","",1
20200519,"TX","48393","","","",1,1,"","",0
20200520,"TX","48393","","","",1,1,"","",0
20200521,"TX","48393","","","",3,3,"","",2
20200522,"TX","48393","","","",3,3,"","",0
20200524,"TX","48393","","","",4,4,"","",1
20200525,"TX","48393","","","",4,4,"","",0
20200526,"TX","48393","","","",4,4,"","",0
20200527,"TX","48393","","","",4,4,"","",0
20200528,"TX","48393","","","",4,4,"","",0
20200529,"TX","48393","","","",4,4,"","",0
20200530,"TX","48393","","","",4,4,"","",0
20200531,"TX","48393","","","",4,4,"","",0
20200601,"TX","48393","","","",4,4,"","",0
20200602,"TX","48393","","","",4,4,"","",0
20200603,"TX","48393","","","",4,4,"","",0
20200604,"TX","48393","","","",5,5,"","",1
20200605,"TX","48393","","","",5,5,"","",0
20200606,"TX","48393","","","",5,5,"","",0
20200607,"TX","48393","","","",6,6,"","",1
20200608,"TX","48393","","","",6,6,"","",0
20200609,"TX","48393","","","",6,6,"","",0
20200611,"TX","48393","","","",6,6,"","",0
20200612,"TX","48393","","","",6,6,"","",0
20200613,"TX","48393","","","",6,6,"","",0
20200614,"TX","48393","","","",6,6,"","",0
20200615,"TX","48393","","","",6,6,"","",0
20200616,"TX","48393","","","",6,6,"","",0
20200617,"TX","48393","","","",6,6,"","",0
20200618,"TX","48393","","","",6,6,"","",0
20200619,"TX","48393","","","",6,6,"","",0
20200620,"TX","48393","","","",6,6,"","",0
20200621,"TX","48393","","","",7,7,"","",1
20200622,"TX","48393","","","",7,7,"","",0
20200623,"TX","48393","","","",7,7,"","",0
20200624,"TX","48393","","","",7,7,"","",0
20200625,"TX","48393","","","",7,7,"","",0
20200626,"TX","48393","","","",8,8,"","",1
20200627,"TX","48393","","","",8,8,"","",0
20200628,"TX","48393","","","",8,8,"","",0
20200629,"TX","48393","","","",8,8,"","",0
20200630,"TX","48393","","","",9,9,"","",1
20200701,"TX","48393","","","",9,9,"","",0
20200702,"TX","48393","","","",9,9,"","",0
20200703,"TX","48393","","","",10,10,"","",1
20200704,"TX","48393","","","",12,12,"","",2
20200705,"TX","48393","","","",12,12,"","",0
20200706,"TX","48393","","","",13,13,"","",1
20200707,"TX","48393","","","",13,13,"","",0
20200421,"TX","48083","","","",11,11,"","",11
20200422,"TX","48083","","","",10,10,"","",-1
20200423,"TX","48083","","","",4,4,"","",-6
20200424,"TX","48083","","","",29,29,"","",25
20200425,"TX","48083","","","",29,29,"","",0
20200426,"TX","48083","","","",28,28,"","",-1
20200427,"TX","48083","","","",31,31,"","",3
20200428,"TX","48083","","","",33,33,"","",2
20200429,"TX","48083","","","",34,34,"","",1
20200430,"TX","48083","","","",38,38,"","",4
20200501,"TX","48083","","","",38,38,"","",0
20200502,"TX","48083","","","",40,40,"","",2
20200503,"TX","48083","","","",40,40,"","",0
20200504,"TX","48083","","","",41,41,"","",1
20200506,"TX","48083","","","",44,44,"","",3
20200507,"TX","48083","","","",48,48,"","",4
20200508,"TX","48083","","","",51,51,"","",3
20200509,"TX","48083","","","",62,62,"","",11
20200510,"TX","48083","","","",69,69,"","",7
20200511,"TX","48083","","","",71,71,"","",2
20200512,"TX","48083","","","",72,72,"","",1
20200513,"TX","48083","","","",76,76,"","",4
20200514,"TX","48083","","","",76,76,"","",0
20200515,"TX","48083","","","",76,76,"","",0
20200516,"TX","48083","","","",81,81,"","",5
20200517,"TX","48083","","","",80,80,"","",-1
20200518,"TX","48083","","","",85,85,"","",5
20200519,"TX","48083","","","",91,91,"","",6
20200520,"TX","48083","","","",92,92,"","",1
20200521,"TX","48083","","","",94,94,"","",2
20200522,"TX","48083","","","",96,96,"","",2
20200524,"TX","48083","","","",98,98,"","",2
20200525,"TX","48083","","","",103,103,"","",5
20200526,"TX","48083","","","",107,107,"","",4
20200527,"TX","48083","","","",113,113,"","",6
20200528,"TX","48083","","","",115,115,"","",2
20200529,"TX","48083","","","",117,117,"","",2
20200530,"TX","48083","","","",121,121,"","",4
20200531,"TX","48083","","","",122,122,"","",1
20200601,"TX","48083","","","",127,127,"","",5
20200602,"TX","48083","","","",130,130,"","",3
20200603,"TX","48083","","","",131,131,"","",1
20200604,"TX","48083","","","",141,141,"","",10
20200605,"TX","48083","","","",141,141,"","",0
20200606,"TX","48083","","","",143,143,"","",2
20200607,"TX","48083","","","",149,149,"","",6
20200608,"TX","48083","","","",151,151,"","",2
20200609,"TX","48083","","","",151,151,"","",0
20200611,"TX","48083","","","",152,152,"","",1
20200612,"TX","48083","","","",152,152,"","",0
20200613,"TX","48083","","","",151,151,"","",-1
20200614,"TX","48083","","","",154,154,"","",3
20200615,"TX","48083","","","",163,163,"","",9
20200616,"TX","48083","","","",167,167,"","",4
20200617,"TX","48083","","","",177,177,"","",10
20200618,"TX","48083","","","",181,181,"","",4
20200619,"TX","48083","","","",183,183,"","",2
20200620,"TX","48083","","","",185,185,"","",2
20200621,"TX","48083","","","",188,188,"","",3
20200622,"TX","48083","","","",190,190,"","",2
20200623,"TX","48083","","","",191,191,"","",1
20200624,"TX","48083","","","",191,191,"","",0
20200625,"TX","48083","","","",191,191,"","",0
20200626,"TX","48083","","","",194,194,"","",3
20200627,"TX","48083","","","",200,200,"","",6
20200628,"TX","48083","","","",202,202,"","",2
20200629,"TX","48083","","","",203,203,"","",1
20200630,"TX","48083","","","",205,205,"","",2
20200701,"TX","48083","","","",209,209,"","",4
20200702,"TX","48083","","","",213,213,"","",4
20200703,"TX","48083","","","",213,213,"","",0
20200704,"TX","48083","","","",222,222,"","",9
20200705,"TX","48083","","","",223,223,"","",1
20200706,"TX","48083","","","",236,236,"","",13
20200707,"TX","48083","","","",240,240,"","",4
20200421,"TX","48173","","","",0,0,"","",0
20200422,"TX","48173","","","",0,0,"","",0
20200423,"TX","48173","","","",1,1,"","",1
20200424,"TX","48173","","","",1,1,"","",0
20200425,"TX","48173","","","",1,1,"","",0
20200426,"TX","48173","","","",1,1,"","",0
20200427,"TX","48173","","","",1,1,"","",0
20200428,"TX","48173","","","",1,1,"","",0
20200429,"TX","48173","","","",1,1,"","",0
20200430,"TX","48173","","","",1,1,"","",0
20200501,"TX","48173","","","",1,1,"","",0
20200502,"TX","48173","","","",1,1,"","",0
20200503,"TX","48173","","","",1,1,"","",0
20200504,"TX","48173","","","",1,1,"","",0
20200506,"TX","48173","","","",1,1,"","",0
20200507,"TX","48173","","","",1,1,"","",0
20200508,"TX","48173","","","",1,1,"","",0
20200509,"TX","48173","","","",1,1,"","",0
20200510,"TX","48173","","","",1,1,"","",0
20200511,"TX","48173","","","",1,1,"","",0
20200512,"TX","48173","","","",1,1,"","",0
20200513,"TX","48173","","","",1,1,"","",0
20200514,"TX","48173","","","",1,1,"","",0
20200515,"TX","48173","","","",1,1,"","",0
20200516,"TX","48173","","","",1,1,"","",0
20200517,"TX","48173","","","",1,1,"","",0
20200518,"TX","48173","","","",1,1,"","",0
20200519,"TX","48173","","","",1,1,"","",0
20200520,"TX","48173","","","",1,1,"","",0
20200521,"TX","48173","","","",2,2,"","",1
20200522,"TX","48173","","","",2,2,"","",0
20200524,"TX","48173","","","",2,2,"","",0
20200525,"TX","48173","","","",5,5,"","",3
20200526,"TX","48173","","","",5,5,"","",0
20200527,"TX","48173","","","",5,5,"","",0
20200528,"TX","48173","","","",5,5,"","",0
20200529,"TX","48173","","","",5,5,"","",0
20200530,"TX","48173","","","",5,5,"","",0
20200531,"TX","48173","","","",5,5,"","",0
20200601,"TX","48173","","","",5,5,"","",0
20200602,"TX","48173","","","",5,5,"","",0
20200603,"TX","48173","","","",5,5,"","",0
20200604,"TX","48173","","","",6,6,"","",1
20200605,"TX","48173","","","",6,6,"","",0
20200606,"TX","48173","","","",6,6,"","",0
20200607,"TX","48173","","","",6,6,"","",0
20200608,"TX","48173","","","",6,6,"","",0
20200609,"TX","48173","","","",6,6,"","",0
20200611,"TX","48173","","","",6,6,"","",0
20200612,"TX","48173","","","",7,7,"","",1
20200613,"TX","48173","","","",7,7,"","",0
20200614,"TX","48173","","","",13,13,"","",6
20200615,"TX","48173","","","",13,13,"","",0
20200616,"TX","48173","","","",13,13,"","",0
20200617,"TX","48173","","","",13,13,"","",0
20200618,"TX","48173","","","",70,70,"","",57
20200619,"TX","48173","","","",72,72,"","",2
20200620,"TX","48173","","","",72,72,"","",0
20200621,"TX","48173","","","",72,72,"","",0
20200622,"TX","48173","","","",72,72,"","",0
20200623,"TX","48173","","","",76,76,"","",4
20200624,"TX","48173","","","",76,76,"","",0
20200625,"TX","48173","","","",76,76,"","",0
20200626,"TX","48173","","","",76,76,"","",0
20200627,"TX","48173","","","",76,76,"","",0
20200628,"TX","48173","","","",76,76,"","",0
20200629,"TX","48173","","","",77,77,"","",1
20200630,"TX","48173","","","",77,77,"","",0
20200701,"TX","48173","","","",77,77,"","",0
20200702,"TX","48173","","","",77,77,"","",0
20200703,"TX","48173","","","",79,79,"","",2
20200704,"TX","48173","","","",83,83,"","",4
20200705,"TX","48173","","","",84,84,"","",1
20200706,"TX","48173","","","",85,85,"","",1
20200707,"TX","48173","","","",86,86,"","",1
20200421,"TX","48301","","","",0,0,"","",0
20200422,"TX","48301","","","",0,0,"","",0
20200423,"TX","48301","","","",0,0,"","",0
20200424,"TX","48301","","","",0,0,"","",0
20200425,"TX","48301","","","",0,0,"","",0
20200426,"TX","48301","","","",0,0,"","",0
20200427,"TX","48301","","","",0,0,"","",0
20200428,"TX","48301","","","",0,0,"","",0
20200429,"TX","48301","","","",0,0,"","",0
20200430,"TX","48301","","","",0,0,"","",0
20200501,"TX","48301","","","",0,0,"","",0
20200502,"TX","48301","","","",0,0,"","",0
20200503,"TX","48301","","","",0,0,"","",0
20200504,"TX","48301","","","",0,0,"","",0
20200506,"TX","48301","","","",0,0,"","",0
20200507,"TX","48301","","","",0,0,"","",0
20200508,"TX","48301","","","",0,0,"","",0
20200509,"TX","48301","","","",0,0,"","",0
20200510,"TX","48301","","","",0,0,"","",0
20200511,"TX","48301","","","",0,0,"","",0
20200512,"TX","48301","","","",0,0,"","",0
20200513,"TX","48301","","","",0,0,"","",0
20200514,"TX","48301","","","",0,0,"","",0
20200515,"TX","48301","","","",0,0,"","",0
20200516,"TX","48301","","","",0,0,"","",0
20200517,"TX","48301","","","",0,0,"","",0
20200518,"TX","48301","","","",0,0,"","",0
20200519,"TX","48301","","","",0,0,"","",0
20200520,"TX","48301","","","",0,0,"","",0
20200521,"TX","48301","","","",0,0,"","",0
20200522,"TX","48301","","","",0,0,"","",0
20200524,"TX","48301","","","",0,0,"","",0
20200525,"TX","48301","","","",0,0,"","",0
20200526,"TX","48301","","","",0,0,"","",0
20200527,"TX","48301","","","",0,0,"","",0
20200528,"TX","48301","","","",0,0,"","",0
20200529,"TX","48301","","","",0,0,"","",0
20200530,"TX","48301","","","",0,0,"","",0
20200531,"TX","48301","","","",0,0,"","",0
20200601,"TX","48301","","","",0,0,"","",0
20200602,"TX","48301","","","",0,0,"","",0
20200603,"TX","48301","","","",0,0,"","",0
20200604,"TX","48301","","","",1,1,"","",1
20200605,"TX","48301","","","",1,1,"","",0
20200606,"TX","48301","","","",1,1,"","",0
20200607,"TX","48301","","","",1,1,"","",0
20200608,"TX","48301","","","",1,1,"","",0
20200609,"TX","48301","","","",1,1,"","",0
20200611,"TX","48301","","","",1,1,"","",0
20200612,"TX","48301","","","",1,1,"","",0
20200613,"TX","48301","","","",1,1,"","",0
20200614,"TX","48301","","","",1,1,"","",0
20200615,"TX","48301","","","",1,1,"","",0
20200616,"TX","48301","","","",1,1,"","",0
20200617,"TX","48301","","","",1,1,"","",0
20200618,"TX","48301","","","",1,1,"","",0
20200619,"TX","48301","","","",1,1,"","",0
20200620,"TX","48301","","","",1,1,"","",0
20200621,"TX","48301","","","",1,1,"","",0
20200622,"TX","48301","","","",1,1,"","",0
20200623,"TX","48301","","","",1,1,"","",0
20200624,"TX","48301","","","",1,1,"","",0
20200625,"TX","48301","","","",1,1,"","",0
20200626,"TX","48301","","","",1,1,"","",0
20200627,"TX","48301","","","",1,1,"","",0
20200628,"TX","48301","","","",1,1,"","",0
20200629,"TX","48301","","","",1,1,"","",0
20200630,"TX","48301","","","",1,1,"","",0
20200701,"TX","48301","","","",1,1,"","",0
20200702,"TX","48301","","","",1,1,"","",0
20200703,"TX","48301","","","",1,1,"","",0
20200704,"TX","48301","","","",1,1,"","",0
20200705,"TX","48301","","","",1,1,"","",0
20200706,"TX","48301","","","",1,1,"","",0
20200707,"TX","48301","","","",2,2,"","",1
20200421,"TX","48385","","","",5,5,"","",5
20200422,"TX","48385","","","",5,5,"","",0
20200423,"TX","48385","","","",5,5,"","",0
20200424,"TX","48385","","","",6,6,"","",1
20200425,"TX","48385","","","",6,6,"","",0
20200426,"TX","48385","","","",6,6,"","",0
20200427,"TX","48385","","","",6,6,"","",0
20200428,"TX","48385","","","",6,6,"","",0
20200429,"TX","48385","","","",6,6,"","",0
20200430,"TX","48385","","","",6,6,"","",0
20200501,"TX","48385","","","",6,6,"","",0
20200502,"TX","48385","","","",6,6,"","",0
20200503,"TX","48385","","","",6,6,"","",0
20200504,"TX","48385","","","",6,6,"","",0
20200506,"TX","48385","","","",6,6,"","",0
20200507,"TX","48385","","","",6,6,"","",0
20200508,"TX","48385","","","",6,6,"","",0
20200509,"TX","48385","","","",6,6,"","",0
20200510,"TX","48385","","","",7,7,"","",1
20200511,"TX","48385","","","",7,7,"","",0
20200512,"TX","48385","","","",7,7,"","",0
20200513,"TX","48385","","","",8,8,"","",1
20200514,"TX","48385","","","",8,8,"","",0
20200515,"TX","48385","","","",8,8,"","",0
