"date","state","fips","positive","negative","pending","total","totalTestResults","negativeIncrease","positiveIncrease","totalTestResultsIncrease"
20200501,"TX","48215","","","",3684,3684,"","",29
20200502,"TX","48215","","","",3741,3741,"","",57
20200503,"TX","48215","","","",3742,3742,"","",1
20200504,"TX","48215","","","",4451,4451,"","",709
20200506,"TX","48215","","","",4703,4703,"","",252
20200507,"TX","48215","","","",4994,4994,"","",291
20200508,"TX","48215","","","",5256,5256,"","",262
20200509,"TX","48215","","","",5556,5556,"","",300
20200510,"TX","48215","","","",6224,6224,"","",668
20200511,"TX","48215","","","",6563,6563,"","",339
20200512,"TX","48215","","","",6867,6867,"","",304
20200513,"TX","48215","","","",7044,7044,"","",177
20200514,"TX","48215","","","",7229,7229,"","",185
20200515,"TX","48215","","","",7334,7334,"","",105
20200516,"TX","48215","","","",7575,7575,"","",241
20200517,"TX","48215","","","",8001,8001,"","",426
20200518,"TX","48215","","","",8516,8516,"","",515
20200519,"TX","48215","","","",9321,9321,"","",805
20200520,"TX","48215","","","",9533,9533,"","",212
20200521,"TX","48215","","","",9868,9868,"","",335
20200522,"TX","48215","","","",10295,10295,"","",427
20200524,"TX","48215","","","",10693,10693,"","",398
20200525,"TX","48215","","","",11264,11264,"","",571
20200526,"TX","48215","","","",11755,11755,"","",491
20200527,"TX","48215","","","",11986,11986,"","",231
20200528,"TX","48215","","","",12331,12331,"","",345
20200529,"TX","48215","","","",12535,12535,"","",204
20200530,"TX","48215","","","",13066,13066,"","",531
20200531,"TX","48215","","","",13181,13181,"","",115
20200601,"TX","48215","","","",12869,12869,"","",-312
20200602,"TX","48215","","","",13655,13655,"","",786
20200603,"TX","48215","","","",14185,14185,"","",530
20200604,"TX","48215","","","",14986,14986,"","",801
20200605,"TX","48215","","","",15015,15015,"","",29
20200606,"TX","48215","","","",15524,15524,"","",509
20200607,"TX","48215","","","",16153,16153,"","",629
20200608,"TX","48215","","","",16518,16518,"","",365
20200609,"TX","48215","","","",16979,16979,"","",461
20200611,"TX","48215","","","",17265,17265,"","",286
20200612,"TX","48215","","","",16484,16484,"","",-781
20200613,"TX","48215","","","",16767,16767,"","",283
20200614,"TX","48215","","","",17663,17663,"","",896
20200615,"TX","48215","","","",19220,19220,"","",1557
20200616,"TX","48215","","","",21082,21082,"","",1862
20200617,"TX","48215","","","",21156,21156,"","",74
20200618,"TX","48215","","","",21531,21531,"","",375
20200619,"TX","48215","","","",21988,21988,"","",457
20200620,"TX","48215","","","",22644,22644,"","",656
20200621,"TX","48215","","","",23149,23149,"","",505
20200622,"TX","48215","","","",23699,23699,"","",550
20200623,"TX","48215","","","",24720,24720,"","",1021
20200624,"TX","48215","","","",24992,24992,"","",272
20200625,"TX","48215","","","",25503,25503,"","",511
20200626,"TX","48215","","","",26669,26669,"","",1166
20200627,"TX","48215","","","",28020,28020,"","",1351
20200628,"TX","48215","","","",28971,28971,"","",951
20200629,"TX","48215","","","",29809,29809,"","",838
20200630,"TX","48215","","","",30819,30819,"","",1010
20200701,"TX","48215","","","",31680,31680,"","",861
20200702,"TX","48215","","","",32674,32674,"","",994
20200703,"TX","48215","","","",33133,33133,"","",459
20200704,"TX","48215","","","",34411,34411,"","",1278
20200705,"TX","48215","","","",35523,35523,"","",1112
20200706,"TX","48215","","","",36877,36877,"","",1354
20200707,"TX","48215","","","",39459,39459,"","",2582
20200421,"TX","48171","","","",129,129,"","",129
20200422,"TX","48171","","","",132,132,"","",3
20200423,"TX","48171","","","",122,122,"","",-10
20200424,"TX","48171","","","",132,132,"","",10
20200425,"TX","48171","","","",128,128,"","",-4
20200426,"TX","48171","","","",128,128,"","",0
20200427,"TX","48171","","","",128,128,"","",0
20200428,"TX","48171","","","",128,128,"","",0
